name,address,city,country,phone,email,star_rating,property_type,price_per_night,image_url,amenities,description
"The Fern Habitat Goa, Candolim, Series by Marriott","Sinq Night Club, Goa",Goa,India,+1 000-555-1088,reservations@the-fern-habitat-goa-candolim-series-by-marriott.example.com,4,HOTEL,51,https://photos.hotelbeds.com/giata/original/99/995715/995715a_hb_r_008.jpg,Breakfast ($)|Free Wi-Fi|Free parking|Outdoor pool|Air conditioning|Fitness center|Bar|Restaurant,A 4-star hotel in Goa with easy access to the city's top attractions.
DoubleTree by Hilton Goa - Panaji,"Basilica of Bom Jesus, Goa",Goa,India,+1 000-555-1089,reservations@doubletree-by-hilton-goa-panaji.example.com,5,HOTEL,53,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6zOYFOOstyrS8Oq00XE_yu3irkH5_wW7baWL1j84Nyf0OTknryADEb8iMwO7tAdBbKm_sZko84Ffr-sdgjrU0zxiOPqZsdbOujcrX2Mj0IyHVAVb2q9Z1Q_rEt50YqoSjvBvS=s10000,Breakfast ($)|Free Wi-Fi|Free parking|Outdoor pool|Air conditioning|Fitness center|Spa|Bar,"Stylish rooms & suites in an upscale hotel offering 3 restaurants, a spa & an infinity pool."
The LaLiT Golf & Spa Resort Goa,"Patnem Beach, Goa",Goa,India,+1 000-555-1090,reservations@the-lalit-golf-spa-resort-goa.example.com,5,HOTEL,107,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdo7hcATI6q0zGf0bGRnFZpzDUCbP5Gw4qWwoVQ35NaM0wLzPndDTxpFm0r4IdBt_hDSm1tjH3LIPXS3jC0eA1B3PkT_ma1wtWEOqgJljI6Rmmq9RREHX09PjO0zWpOQ_D0eoN=s10000,Free breakfast|Wi-Fi|Free parking|Outdoor pool|Hot tub|Air conditioning|Fitness center|Spa,"Plush suites & villas in a luxury property offering beachfront dining, a spa & a 9-hole golf course."
"Vinpearl Empire Nha Trang, Affiliated by Meliá","Night Market Nha Trang, Nha Trang",Nha Trang,Vietnam,+1 000-555-1091,reservations@vinpearl-empire-nha-trang-affiliated-by-meli.example.com,5,HOTEL,59,https://photos.hotelbeds.com/giata/original/64/640763/640763a_hb_p_002.jpg?20250407223349?20250627041253,Breakfast|Free Wi-Fi|Parking|Outdoor pool|Air conditioning|Fitness center|Spa|Bar,"Elegant rooms & suites in an upscale hotel with an outdoor pool, 2 restaurants & a bar."
InterContinental Nha Trang by IHG,"Tram Huong Tower, Nha Trang",Nha Trang,Vietnam,+1 000-555-1092,reservations@intercontinental-nha-trang-by-ihg.example.com,5,HOTEL,159,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxndJFz6zpXmGR_BHE2JYE0ed7dpRpChiyGdIwoaL8W5FhB5XR9L2-CLRGaiyaISg8WAnkE_PmLgqlYA-zYRSMACoXNxpjeabaqLiTMy12rmfh5sw_Cp5vFY0hK4ZAGyRmJEWl=s10000,Breakfast ($)|Free Wi-Fi|Free parking|Pools|Hot tub|Air conditioning|Fitness center|Spa,"Sophisticated quarters, some with bay views, plus a sleek restaurant, 3 pools, 2 bars & a spa."
The Signature Hotel Nha Trang,"Mountain Church, Nha Trang",Nha Trang,Vietnam,+1 000-555-1093,reservations@the-signature-hotel-nha-trang.example.com,5,HOTEL,53,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE25tUA0af9Aog39LqwkPip6CkD4GTGD2-oYcAE0fsQu4DDLjzHKG0kFNfxOEFd2ksRw2HyvOms4CmrN3P4CMiCBmjwS57kX5WmM2ejRF_gheBNMifJ_XEAuvhQ0qMF3mqgLOi=s10000,Free breakfast|Free Wi-Fi|Free parking|Pools|Hot tub|Air conditioning|Fitness center|Spa,A 5-star hotel in Nha Trang with easy access to the city's top attractions.
Grand Tourane Nha Trang Hotel,"Bãi biển Nha Trang, Nha Trang",Nha Trang,Vietnam,+1 000-555-1094,reservations@grand-tourane-nha-trang-hotel.example.com,4,HOTEL,30,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGyEPDCEa6H1bhkxJWxZs9eb4A52HxkNcCmxIEJnKMkkzajcEFUCu_L7_tcRDKzfJAUtoJgU16p6onrewM0YyonvHSaSQ1YlaW1PXVZ0k2E4_x6P8PZdIvwii1wrAb79qdAEVZgg=s10000,Free breakfast|Free Wi-Fi|Free parking|Outdoor pool|Hot tub|Air conditioning|Fitness center|Spa,A 4-star hotel in Nha Trang with easy access to the city's top attractions.
Vinpearl Resort & Spa Nha Trang Bay,"VinWonders Nha Trang, Nha Trang",Nha Trang,Vietnam,+1 000-555-1095,reservations@vinpearl-resort-spa-nha-trang-bay.example.com,5,HOTEL,171,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFYmq5ISNRunDyHN2ZYPj5R1IXeVGu2q2vbLc2bWPqoPitNuva6fOwLH5fljzyDMZ8Vf_xzrBiAGC9V94WKFytO8oPq9MSWRcA1bBCl_zDJRx27ZtOMpltFKUxvTVLJYKR-NKH=s10000,Free breakfast|Free Wi-Fi|Free parking|Outdoor pool|Hot tub|Air conditioning|Fitness center|Spa,"Understated quarters in a beachfront resort with indoor & outdoor pools, plus a spa, dining & bars."
Havana Nha Trang Hotel,"Tram Huong Tower, Nha Trang",Nha Trang,Vietnam,+1 000-555-1096,reservations@havana-nha-trang-hotel.example.com,5,HOTEL,56,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0uPfLh0PeqOUd8c4EdTbEPhK0iM65ccDdN_Bc_UkakNjEW8QMOqRQNBbgA3fUlbC5t_M_vr4_JxX1rjbOJy7X4_lUazFhme7xWDbAkTi8sQ7jUFrMJdOYhlw0Ywm0DEzF39W4=s10000,Free breakfast|Free Wi-Fi|Parking|Pools|Hot tub|Air conditioning|Fitness center|Spa,"Modern quarters in a polished hotel offering direct beach access, plus restaurants, a spa & a pool."
"Nha Trang Marriott Resort & Spa, Hon Tre Island","VinWonders Nha Trang, Nha Trang",Nha Trang,Vietnam,+1 000-555-1097,reservations@nha-trang-marriott-resort-spa-hon-tre-island.example.com,5,HOTEL,134,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLFzZRVuiV7g93D_qVWWFS8MCMvQ6XAZMqXWrhP-355zpt73cEt6d8y3BubmQ11Lm6fUcHS6sDjn1uomkeaNPSYMC7FCAo5k57zL9onQbigkLs9IlNcyNOEZfGT4babUAC6irI=s10000,Breakfast ($)|Free Wi-Fi|Free parking|Outdoor pool|Air conditioning|Fitness center|Spa|Bar,A 5-star hotel in Nha Trang with easy access to the city's top attractions.
VIRGO HOTEL NHA TRANG,"Night Market Nha Trang, Nha Trang",Nha Trang,Vietnam,+1 000-555-1098,reservations@virgo-hotel-nha-trang.example.com,5,HOTEL,33,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjk3XgwC5wtbjvXgxV4TtP1JMvp3DpL2GLVzTBn7H5B-rD357Q5KiypyZ4Zu5STuXs-ucepO7qbKOcJ9YX6nnZvtD8Ka7mqnEPZPba51GDOOJ-pcQnmNjbSelyO3Gezjk4yD4=s10000,Free breakfast|Free Wi-Fi|Free parking|Indoor pool|Hot tub|Air conditioning|Spa|Bar,A 5-star hotel in Nha Trang with easy access to the city's top attractions.
Sheraton Nha Trang Hotel & Spa,"Yersin museum, Nha Trang",Nha Trang,Vietnam,+1 000-555-1099,reservations@sheraton-nha-trang-hotel-spa.example.com,5,HOTEL,138,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu7BAGRfEFPxedQlactIvWCZB_fCv58XEtmDzfTMVAeikuRqtutAtb-C_MWysOQOJwUVIOiViHMNI9T-jlweyVDR43lsmtT9fj0kVCVy_xG2N_ekPW505mm4eZN5nIjCLZiyT5=s10000,Free breakfast|Free Wi-Fi|Free parking|Outdoor pool|Hot tub|Air conditioning|Fitness center|Spa,"Stylish lodging offering warm rooms & suites with balconies, plus dining, an infinity pool & a spa."
Quinter Central Nha Trang,"Long Son Pagoda, Nha Trang",Nha Trang,Vietnam,+1 000-555-1100,reservations@quinter-central-nha-trang.example.com,5,HOTEL,28,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWxlTvMWYoOtVvH6yLUmtGpozHdXQlWXFEUaFpetRJY0lQmYhgu1y3eXi_VtPb9cFtMGVo4CoAoV23Q9GqZBIdrj4H8qu4m3J4cIVIRCGssvXIoNlsEDGHb412icpR-kc0ZXIm=s10000,Free breakfast|Free Wi-Fi|Free parking|Outdoor pool|Hot tub|Air conditioning|Fitness center|Spa,"Sleek quarters in a fashionable hotel with upscale dining, a spa & a rooftop pool, plus bay views."
